Players;Values;POS;Team;ID;Num
Marko Rakonjac;1,5;Centre-Forward;Fk Cukaricki;457184;7
Aleksandar Popovic;1,3;Goalkeeper;Fk Partizan Belgrad;376449;41
Bibras Natcho;1,3;Midfield;Fk Partizan Belgrad;56976;6
Radovan Pankov;1,3;Centre-Back;Roter Stern Belgrad;322798;6
Marko Docic;1,3;Defensive Midfield;Fk Cukaricki;283905;5
Cristiano Piccini;1,2;Centre-Back;Roter Stern Belgrad;163086;24
Marko Milovanovic;1,2;Centre-Forward;Fk Partizan Belgrad;845568;33
Stefan Kovac;1,2;Central Midfield;Fk Cukaricki;376127;77
Dejan Zukic;1,2;Midfield;Fk Vojvodina Novi Sad;528022;10
Djordje Petrovic;1,2;Goalkeeper;Fk Cukaricki;465555;-
Lazar Tufegdzic;1,2;Midfield;Fk Spartak Subotica;257466;29
Veljko Simic;1,2;Left Winger;Fk Vojvodina Novi Sad;190268;21
Nemanja Motika;1,2;Left Winger;Roter Stern Belgrad;604323;17
Nemanja Nikolic;1,2;Centre-Forward;Fk Spartak Subotica;260543;9
Srdjan Mijailovic;1,0;Defensive Midfield;Fk Cukaricki;143558;22
Ljubomir Fejsa;1,0;Defensive Midfield;Fk Partizan Belgrad;46110;15
Slavoljub Srnic;1,0;Central Midfield;Roter Stern Belgrad;169212;55
Sekou Sanogo;1,0;Defensive Midfield;Roter Stern Belgrad;173656;35
Nemanja Stevanovic;1,0;Goalkeeper;Fk Partizan Belgrad;181443;85
Miljan Vukadinovic;1,0;Left Winger;Fk Vojvodina Novi Sad;268411;90
Filippo Falco;1,0;Right Winger;Roter Stern Belgrad;70689;11
Petar Stanic;1,0;Midfield;Roter Stern Belgrad;766306;21
Miladin Stevanovic;0,8;Right-Back;Fk Cukaricki;222838;6
Stefan Mitrovic;0,8;Left Winger;Fk Radnicki Nis;726526;16
Bojan Roganovic;0,8;Left-Back;Fk Cukaricki;502020;86
Lois Diony;0,8;Centre-Forward;Roter Stern Belgrad;126552;39
Djordje Gordic;0,8;Central Midfield;Fk Mladost Lucani;858324;30
Danilo Pantic;0,8;Midfield;Fk Partizan Belgrad;222830;55
Ibrahima Ndiaye;0,8;Right Winger;Fk Cukaricki;176570;72
Nenad Krsticic;0,8;Central Midfield;Roter Stern Belgrad;56790;7
Filip Holender;0,8;Left Winger;Fk Partizan Belgrad;257528;8
Andrija Radulovic;0,8;Right Winger;Roter Stern Belgrad;614194;49
Milan Savic;0,7;Right Winger;Fk Cukaricki;454886;27
Milos Spasic;0,7;Left Winger;Fk Radnik Surdulica;455769;97
Aleksandar Lutovac;0,7;Right Winger;Fk Partizan Belgrad;257473;97
Nikola Vujnovic;0,7;Centre-Forward;Fk Vozdovac;293260;-
Uros Djuranovic;0,7;Centre-Forward;Fk Kolubara Lazarevac;387052;28
Aleksandar Scekic;0,7;Defensive Midfield;Fk Partizan Belgrad;144334;-
Uros Milovanovic;0,7;Centre-Forward;Fk Radnik Surdulica;586877;9
Milos Pantovic;0,7;Left Winger;Fk Vozdovac;615639;17
Strahinja Tanasijevic;0,7;Centre-Back;Fk Cukaricki;400001;19
Novak Micovic;0,7;Goalkeeper;Fk Cukaricki;599329;35
Mladen Devetak;0,7;Left-Back;Fk Vojvodina Novi Sad;376452;3
Djuro Zec;0,7;Left Winger;Fk Tsc Backa Topola;129420;-
Nemanja Covic;0,65;Centre-Forward;Fk Vojvodina Novi Sad;128315;-
Stefan Vukic;0,6;Centre-Forward;Fk Tsc Backa Topola;690479;9
Jovan Lukic;0,6;Central Midfield;Fk Cukaricki;699208;88
Aleksa Jankovic;0,6;Left Winger;Fk Cukaricki;470798;70
Stefan Colovic;0,6;Right Winger;Fk Cukaricki;366004;23
Igor Jelicic;0,6;Centre-Back;Fk Vojvodina Novi Sad;585795;15
Bojan Kovacevic;0,6;Centre-Back;Fk Cukaricki;845563;4
Dusan Stevanovic;0,6;Centre-Back;Fk Vojvodina Novi Sad;286037;5
Uros Kabic;0,6;Right Winger;Fk Vojvodina Novi Sad;710968;70
Stefan Hajdin;0,6;Left-Back;Fk Vozdovac;525995;44
Milos Milovic;0,6;Centre-Back;Fk Vozdovac;267093;5
Nikola Sreckovic;0,6;Left Winger;Fk Spartak Subotica;391926;7
Martin Mircevski;0,6;Left Winger;Fk Tsc Backa Topola;302282;10
Stefan Tomovic;0,6;Midfield;Fk Proleter Novi Sad;705970;7
Aleksandar Busnic;0,6;Defensive Midfield;Fk Vojvodina Novi Sad;399844;18
Nikola Krstovic;0,55;Centre-Forward;Roter Stern Belgrad;434433;-
Samed Bazdar;0,5;Striker;Fk Partizan Belgrad;710969;14
Dejan Kerkez;0,5;Centre-Back;Fk Napredak Krusevac;393846;5
Stefan Purtic;0,5;Defensive Midfield;Fk Vozdovac;475216;25
Ivan Milosavljevic;0,5;Central Midfield;Fk Vozdovac;572689;8
Marko Ivezic;0,5;Defensive Midfield;Fk Vozdovac;706024;35
Justas Lasickas;0,5;Right-Back;Fk Vozdovac;345311;14
Stefan Randjelovic;0,5;Goalkeeper;Fk Radnik Surdulica;620070;22
Aleksandar Cirkovic;0,5;Left Winger;Fk Vozdovac;452218;30
Petar Bojic;0,5;Midfield;Fk Kolubara Lazarevac;162985;24
Nemanja Tosic;0,5;Left-Back;Fk Cukaricki;440737;3
Uros Drezgic;0,5;Centre-Back;Fk Cukaricki;615642;26
Nikola Vasiljevic;0,5;Goalkeeper;Fk Napredak Krusevac;262105;40
Marko Gobeljic;0,5;Right-Back;Roter Stern Belgrad;196961;77
Jug Stanojev;0,5;Right Winger;Fk Tsc Backa Topola;477923;19
Marko Zivkovic;0,5;Right-Back;Fk Partizan Belgrad;196537;17
Lazar Pavlovic;0,5;Midfield;Fk Partizan Belgrad;574657;10
Jovan Vlalukin;0,5;Right-Back;Fk Metalac Gornji Milanovac;376450;-
Bojan Matic;0,5;Centre-Forward;Fk Vojvodina Novi Sad;439459;9
Stefan Cvetkovic;0,5;Left Winger;Fk Metalac Gornji Milanovac;479226;7
Milan Marcic;0,5;Defensive Midfield;Fk Spartak Subotica;423178;-
Noboru Shimura;0,5;Defensive Midfield;Fk Spartak Subotica;386859;3
Nikola Petric;0,5;Goalkeeper;Fk Proleter Novi Sad;106244;91
Arandjel Stojkovic;0,5;Right-Back;Fk Tsc Backa Topola;298671;5
Aleksandar Vasiljevic;0,45;Centre-Back;Fk Metalac Gornji Milanovac;690488;-
Aleksa Vukanovic;0,45;Left Winger;Roter Stern Belgrad;145702;-
Ibrahim Mustapha;0,45;Right Winger;Fk Novi Pazar;797867;40
Ognjen Mrsic;0,45;Centre-Back;Fk Napredak Krusevac;797627;15
Sasa Jovanovic;0,45;Right Winger;Fk Mladost Lucani;129392;7
Mihajlo Ivancevic;0,45;Centre-Back;Fk Spartak Subotica;541371;-
Prestige Mboungou;0,4;Striker;Fk Metalac Gornji Milanovac;615667;99
Milos Krunic;0,4;Goalkeeper;Fk Vozdovac;405868;31
Ifet Djakovac;0,4;Central Midfield;Fk Tsc Backa Topola;645880;35
Milan Lazarevic;0,4;Right-Back;Fk Vojvodina Novi Sad;444056;50
Nikola Stevanovic;0,4;Centre-Back;Fk Radnicki Nis;425733;-
Marko Bjekovic;0,4;Right-Back;Fk Vojvodina Novi Sad;579429;2
Viktor Rogan;0,4;Right-Back;Fk Cukaricki;615600;2
Vladan Vidakovic;0,4;Defensive Midfield;Fk Spartak Subotica;376453;14
Ranko Jokic;0,4;Centre-Back;Fk Radnik Surdulica;376587;3
Nikola Aksentijevic;0,4;Right-Back;Fk Radnicki Nis;143556;93
Stefan Jovanovic;0,4;Right-Back;Fk Napredak Krusevac;455761;2
Vladimir Kovacevic;0,4;Centre-Back;Fk Vojvodina Novi Sad;94317;6
Nemanja Micevic;0,4;Centre-Back;Fk Mladost Lucani;599345;16
Ryohei Michibuchi;0,4;Midfield;Fk Radnicki Nis;489367;8
Marko Mijailovic;0,4;Centre-Back;Fk Vozdovac;257463;15
Nikola Radmanovac;0,4;Centre-Back;Fk Radnik Surdulica;358646;5
Sasa Tomanovic;0,4;Defensive Midfield;Fk Tsc Backa Topola;60500;6
Ognjen Mitrovic;0,4;Left-Back;Fk Proleter Novi Sad;542993;13
Filip Dujmovic;0,4;Goalkeeper;Fk Spartak Subotica;425691;-
Miljan Skrbic;0,4;Centre-Forward;Fk Radnicki Nis;260468;9
Borisav Burmaz;0,4;Centre-Forward;Fk Radnicki 1923 Kragujevac;574658;-
Asmir Kajevic;0,4;Midfield;Fk Cukaricki;84712;-
Filip Antonijevic;0,4;Left-Back;Fk Metalac Gornji Milanovac;572691;19
Emil Rockov;0,4;Goalkeeper;Fk Vojvodina Novi Sad;197520;42
Regis Baha;0,4;Defensive Midfield;Fk Mladost Lucani;374537;17
Almir Aganspahic;0,4;Centre-Forward;Fk Cukaricki;262047;18
Nikola Jankovic;0,4;Right-Back;Fk Kolubara Lazarevac;199443;2
Nikola Simic;0,4;Goalkeeper;Fk Vojvodina Novi Sad;288483;1
Luka Bijelovic;0,4;Right Winger;Fk Spartak Subotica;574670;77
Josip Calusic;0,4;Centre-Back;Fk Tsc Backa Topola;170851;4
Leandro Pinto;0,4;Centre-Back;Fk Tsc Backa Topola;174869;13
Radomir Milosavljevic;0,4;Midfield;Fk Mladost Lucani;145339;10
Aleksandar Andrejevic;0,4;Centre-Back;Fk Proleter Novi Sad;140052;31
Richairo Zivkovic;0,4;Forward;Roter Stern Belgrad;252755;30
Vasilije Bakic;0,4;Centre-Back;Fk Kolubara Lazarevac;465568;66
Miso Dubljanic;0,35;Goalkeeper;Fk Spartak Subotica;542797;1
Djordje Basanovic;0,35;Centre-Back;Fk Proleter Novi Sad;343297;-
Stefan Dimic;0,35;Right Winger;Fk Novi Pazar;227550;23
Nemanja Krstic;0,35;Defensive Midfield;Fk Napredak Krusevac;153439;42
Milos Gordic;0,35;Goalkeeper;Roter Stern Belgrad;470788;51
Nikola Vlajkovic;0,35;Right-Back;Fk Novi Pazar;501645;2
Andrija Radovanovic;0,35;Centre-Back;Fk Kolubara Lazarevac;729907;3
Filip Stuparevic;0,35;Centre-Forward;Fk Metalac Gornji Milanovac;442337;18
Nemanja Petrovic;0,35;Left-Back;Fk Tsc Backa Topola;161373;30
Mihailo Bogicevic;0,35;Centre-Back;Fk Spartak Subotica;526869;4
Goran Antonic;0,35;Centre-Back;Fk Tsc Backa Topola;156720;17
Ivan Kostic;0,35;Goalkeeper;Fk Mladost Lucani;455758;-
Nedeljko Piscevic;0,35;Defensive Midfield;Fk Radnicki 1923 Kragujevac;296758;-
Bojan Mladjovic;0,35;Centre-Back;Fk Metalac Gornji Milanovac;526443;-
Nemanja Stojic;0,35;Centre-Back;Fk Metalac Gornji Milanovac;585055;-
Aleksandar Varjacic;0,35;Right-Back;Fk Radnicki 1923 Kragujevac;142254;17
Uros Stojanovic;0,35;Left-Back;Fk Radnik Surdulica;531890;24
Damjan Krajisnik;0,35;Central Midfield;Fk Metalac Gornji Milanovac;358913;8
David Dundjerski;0,35;Right-Back;Fk Proleter Novi Sad;525993;18
Miloje Prekovic;0,325;Goalkeeper;Fk Vozdovac;155604;-
Mustafa Mujezinovic;0,3;Central Midfield;Fk Novi Pazar;215822;13
Milos Ostojic;0,3;Centre-Back;Fk Spartak Subotica;126201;24
Jovan Cadjenovic;0,3;Defensive Midfield;Fk Metalac Gornji Milanovac;267090;20
Richard Odada;0,3;Defensive Midfield;Fk Metalac Gornji Milanovac;675238;13
Stefan Loncar;0,3;Defensive Midfield;Fk Novi Pazar;352599;20
Mbouri Basile Yamkam;0,3;Centre-Back;Fk Radnicki Nis;846123;3
Aleksandar Kovacevic;0,3;Defensive Midfield;Fk Radnicki Nis;94316;4
Aleksandar Katanic;0,3;Centre-Forward;Fk Metalac Gornji Milanovac;533504;-
Bojan Cecaric;0,3;Centre-Forward;Fk Novi Pazar;239069;55
Marko Saric;0,3;Centre-Forward;Fk Metalac Gornji Milanovac;440828;-
Todor Todoroski;0,3;Right-Back;Fk Radnicki Nis;344960;-
Aleksandar Pejovic;0,3;Defensive Midfield;Fk Radnicki Nis;95285;15
Nenad Kocovic;0,3;Left-Back;Fk Kolubara Lazarevac;332281;13
Lazar Jovanovic;0,3;Right Winger;Fk Radnicki Nis;217675;73
Milan Spremo;0,3;Left-Back;Fk Napredak Krusevac;168962;23
Ognjen Lukic;0,3;Goalkeeper;Fk Radnicki 1923 Kragujevac;706273;1
Evandro;0,3;Left Winger;Fk Proleter Novi Sad;383637;-
Dilan Ortiz;0,3;Forward;Fk Proleter Novi Sad;633430;-
Marko Petkovic;0,3;Right-Back;Fk Tsc Backa Topola;156722;-
Dejan Stanivukovic;0,3;Goalkeeper;Fk Kolubara Lazarevac;236922;94
Nemanja Krsmanovic;0,3;Left-Back;Fk Tsc Backa Topola;794495;15
Mitar Cukovic;0,3;Left-Back;Fk Napredak Krusevac;377851;-
Nikola Ninkovic;0,3;Midfield;Fk Proleter Novi Sad;168944;22
Milos Filipovic;0,3;Left Winger;Fk Kolubara Lazarevac;157383;55
Lazar Kojic;0,3;Central Midfield;Fk Proleter Novi Sad;477922;77
Marko Djurisic;0,3;Defensive Midfield;Fk Vozdovac;423950;28
Momcilo Raso;0,3;Centre-Back;Fk Radnicki 1923 Kragujevac;352602;-
Marko Vukasovic;0,3;Defensive Midfield;Fk Proleter Novi Sad;182171;14
Srdjan Kocic;0,3;Left Winger;Fk Napredak Krusevac;621549;10
Milos Cvetkovic;0,3;Right-Back;Fk Mladost Lucani;73124;29
Stefan Milosevic;0,3;Left-Back;Fk Spartak Subotica;221639;10
Nemanja Tomasevic;0,3;Left-Back;Fk Tsc Backa Topola;376455;-
Dusan Jokovic;0,3;Centre-Back;Fk Metalac Gornji Milanovac;541372;4
Jovan Stojanovic;0,3;Midfield;Fk Metalac Gornji Milanovac;175440;15
Nikola Kovacevic;0,3;Defensive Midfield;Fk Radnicki 1923 Kragujevac;260331;15
Stefan Marjanovic;0,3;Centre-Back;Fk Kolubara Lazarevac;288531;21
Borko Duronjic;0,3;Left Winger;Fk Radnik Surdulica;146396;11
Nikola Stankovic;0,3;Central Midfield;Roter Stern Belgrad;634972;38
Lazar Milosev;0,3;Centre-Forward;Fk Napredak Krusevac;489148;-
Nebojsa Bastajic;0,3;Left Winger;Fk Vojvodina Novi Sad;237483;44
Alen Melunovic;0,3;Centre-Forward;Fk Napredak Krusevac;58282;90
Luka Kukic;0,3;Goalkeeper;Fk Novi Pazar;248358;25
Stefan Djordjevic;0,3;Left-Back;Fk Vojvodina Novi Sad;161304;11
Nemanja Subotic;0,3;Central Midfield;Fk Radnik Surdulica;341475;10
Marko Bacanin;0,3;Centre-Forward;Fk Napredak Krusevac;537234;99
Nikola Andric;0,3;Right-Back;Fk Radnicki 1923 Kragujevac;155126;-
Mladjan Stevanovic;0,3;Right Winger;Fk Napredak Krusevac;531873;24
Luka Cveticanin;0,3;Left Winger;Fk Vozdovac;607567;-
Aleksandar Miljkovic;0,3;Right-Back;Fk Partizan Belgrad;78726;26
Petar Ratkov;0,3;Centre-Forward;Fk Tsc Backa Topola;846254;36
Petar Skuletic;0,3;Centre-Forward;Fk Tsc Backa Topola;58295;32
Dejan Milicevic;0,3;Midfield;Fk Tsc Backa Topola;288160;8
Boris Kopitovic;0,3;Centre-Back;Fk Vojvodina Novi Sad;226945;12
Stefan Filipovic;0,3;Centre-Back;Fk Spartak Subotica;531891;75
Slavko Damjanovic;0,3;Centre-Back;Fk Tsc Backa Topola;260557;-
Zoran Danoski;0,3;Left Winger;Fk Proleter Novi Sad;99956;-
Vlada Novevski;0,3;Midfield;Fk Vojvodina Novi Sad;542334;19
Dragan Stoisavljevic;0,3;Centre-Forward;Fk Vozdovac;682168;23
Veljko Trifunovic;0,3;Right Winger;Fk Radnicki 1923 Kragujevac;405550;48
Mihailo Orescanin;0,3;Defensive Midfield;Fk Radnik Surdulica;596055;14
Mitar Ergelas;0,3;Midfield;Fk Cukaricki;615640;14
Nikola Bogdanovski;0,3;Right Winger;Fk Radnik Surdulica;497359;7
Slobodan Stanojlovic;0,3;Centre-Forward;Fk Tsc Backa Topola;584173;7
Milos Djokic;0,3;Right Winger;Fk Kolubara Lazarevac;336471;17
Filip Pavisic;0,3;Centre-Back;Fk Novi Pazar;443164;19
Vahid Zimonjic;0,25;Left-Back;Fk Novi Pazar;577928;15
Strahinja Savic;0,25;Goalkeeper;Fk Metalac Gornji Milanovac;686227;-
Milan Joksimovic;0,25;Centre-Back;Fk Novi Pazar;104271;11
Nikola Lekovic;0,25;Left-Back;Fk Mladost Lucani;74626;35
Martin Novakovic;0,25;Central Midfield;Fk Vozdovac;574659;9
Aleksandar Stanisavljevic;0,25;Midfield;Fk Vozdovac;60731;-
Vanja Ilic;0,25;Right Winger;Fk Radnicki Nis;599478;-
Nemanja Milojevic;0,25;Midfield;Fk Vozdovac;440827;24
Andrija Kaludjerovic;0,25;Centre-Forward;Fk Proleter Novi Sad;36829;99
Nikola Stulic;0,25;Centre-Forward;Fk Radnicki Nis;595650;11
Bertalan Kun;0,25;Midfield;Fk Proleter Novi Sad;342984;30
Sinisa Babic;0,25;Midfield;Fk Radnik Surdulica;139914;33
Dusan Markovic;0,25;Goalkeeper;Fk Metalac Gornji Milanovac;399837;1
Alen Masovic;0,25;Left Winger;Fk Vozdovac;270201;33
Filip Backulja;0,25;Centre-Back;Fk Metalac Gornji Milanovac;698902;22
Vasilije Janjic;0,25;Left Winger;Fk Radnik Surdulica;190252;25
Vuk Mitosevic;0,25;Defensive Midfield;Fk Radnik Surdulica;48166;19
Aleksandar Tanasin;0,25;Right-Back;Fk Proleter Novi Sad;198321;24
Nikola Marjanovic;0,25;Centre-Back;Fk Proleter Novi Sad;581050;4
Predrag Medic;0,25;Central Midfield;Fk Radnik Surdulica;509968;16
Dusan Hodzic;0,25;Right-Back;Fk Radnik Surdulica;280886;2
Milan Jokic;0,25;Defensive Midfield;Fk Novi Pazar;221634;14
Ognjen Bjelicic;0,25;Defensive Midfield;Fk Radnicki Nis;274326;6
Slobodan Rubezic;0,25;Centre-Back;Fk Novi Pazar;617460;3
Bogdan Stamenkovic;0,25;Centre-Forward;Fk Radnik Surdulica;498932;-
Aleksa Djurasovic;0,25;Central Midfield;Fk Spartak Subotica;636601;6
Boris Varga;0,25;Centre-Back;Fk Tsc Backa Topola;171691;3
Andreja Stojanovic;0,25;Left-Back;Fk Kolubara Lazarevac;653017;4
Bogdan Mladenovic;0,25;Midfield;Fk Kolubara Lazarevac;363295;22
Milos Milisavljevic;0,25;Central Midfield;Fk Kolubara Lazarevac;334818;-
Jovan Marinkovic;0,25;Centre-Back;Fk Napredak Krusevac;386129;4
Sasa Marjanovic;0,25;Defensive Midfield;Fk Napredak Krusevac;46695;33
Petar Djurickovic;0,25;Midfield;Fk Napredak Krusevac;139729;7
Nemanja Mladenovic;0,25;Left Winger;Fk Napredak Krusevac;199222;8
Ljubisa Pecelj;0,25;Left-Back;Fk Kolubara Lazarevac;206735;-
Slobodan Rajkovic;0,25;Centre-Back;Fk Tsc Backa Topola;35934;-
Stefan Ficovic;0,25;Midfield;Fk Metalac Gornji Milanovac;525991;6
Branislav Tomic;0,25;Right Winger;Fk Radnicki Nis;392188;23
Vasilije Djuric;0,25;Midfield;Fk Metalac Gornji Milanovac;586914;10
Viktor Zivojinovic;0,25;Left Winger;Fk Radnicki Nis;585097;45
Bertalan Bocskay;0,25;Central Midfield;Fk Tsc Backa Topola;807022;37
Aleksandar Mesarovic;0,25;Midfield;Fk Radnicki Nis;423613;69
Lazar Arsic;0,25;Midfield;Fk Radnicki Nis;157532;20
Viktor Lukic;0,25;Midfield;Fk Radnik Surdulica;542996;8
Mihajlo Baic;0,25;Centre-Forward;Fk Cukaricki;615603;-
Milan Jezdimirovic;0,2;Right-Back;Fk Spartak Subotica;376632;20
Norman Campbell;0,2;Right Winger;Fk Cukaricki;809880;11
Lazar Stojsavljevic;0,2;Centre-Back;Fk Vojvodina Novi Sad;542451;-
Mile Savkovic;0,2;Left Winger;Fk Spartak Subotica;131718;-
Ivan Obradovic;0,2;Left-Back;Fk Partizan Belgrad;49802;37
Sladjan Rakic;0,2;Centre-Back;Fk Spartak Subotica;477925;-
Petar Cirkovic;0,2;Left-Back;Fk Radnicki Nis;568359;27
Nenad Filipovic;0,2;Goalkeeper;Fk Tsc Backa Topola;49782;1
Nikola Vujadinovic;0,2;Centre-Back;Fk Radnicki Nis;58474;13
Milorad Kojic;0,2;Goalkeeper;Fk Radnicki Nis;451017;-
Uros Raskovic;0,2;Defensive Midfield;Fk Napredak Krusevac;681614;44
Mihajlo Spasojevic;0,2;Centre-Forward;Fk Cukaricki;666491;28
Kristijan Belic;0,2;Defensive Midfield;Fk Cukaricki;507223;40
Ante Hrkac;0,2;Centre-Back;Fk Mladost Lucani;195874;32
Axel Bakayoko;0,2;Right Winger;Roter Stern Belgrad;354898;93
Dusan Puletic;0,2;Goalkeeper;Fk Kolubara Lazarevac;145682;-
Ivan Vukcevic;0,2;Centre-Forward;Fk Vojvodina Novi Sad;573825;99
Milovan Petrovikj;0,2;Defensive Midfield;Fk Radnik Surdulica;130455;-
Mihajlo Neskovic;0,2;Left Winger;Fk Vojvodina Novi Sad;469828;17
Vladimir Miletic;0,2;Defensive Midfield;Fk Vojvodina Novi Sad;696363;14
Nikola Colic;0,2;Right Winger;Fk Cukaricki;607920;80
Novica Maksimovic;0,2;Defensive Midfield;Fk Vojvodina Novi Sad;78547;4
Luka Cucin;0,2;Right-Back;Fk Vojvodina Novi Sad;423607;-
Petar Kunic;0,2;Centre-Forward;Fk Napredak Krusevac;131735;9
Marko Tomic;0,2;Centre-Back;Fk Napredak Krusevac;129417;16
Jovan Ilic;0,2;Central Midfield;Fk Proleter Novi Sad;697030;21
Andrej Djuric;0,2;Centre-Back;Roter Stern Belgrad;706560;14
Andrija Milic;0,2;Central Midfield;Fk Spartak Subotica;556205;-
Nikola Vujanac;0,2;Goalkeeper;Fk Novi Pazar;399497;1
Zoran Popovic;0,2;Goalkeeper;Roter Stern Belgrad;85114;1
Nemanja Kojcic;0,2;Centre-Back;Fk Novi Pazar;376626;-
Boubacari Doucoure;0,2;Midfield;Fk Tsc Backa Topola;507630;27
Danko Kikovic;0,2;Midfield;Fk Novi Pazar;257472;4
Bojan Balaz;0,2;Centre-Back;Fk Novi Pazar;574661;-
Mirza Delimedjac;0,2;Defensive Midfield;Fk Novi Pazar;667614;5
Filip Babic;0,2;Centre-Back;Fk Tsc Backa Topola;336469;-
Aleksa Jordanov;0,2;Goalkeeper;Fk Napredak Krusevac;706102;-
Ilija Milicevic;0,2;Centre-Back;Fk Metalac Gornji Milanovac;699756;24
Mateja Maslarevic;0,2;Goalkeeper;Fk Metalac Gornji Milanovac;567758;41
Luka Ratkovic;0,2;Right Winger;Fk Novi Pazar;458594;9
Filip Damjanovic;0,2;Centre-Back;Fk Vozdovac;471148;3
Vukadin Vukadinovic;0,2;Right Winger;Fk Radnicki Nis;84813;-
Marko Gajic;0,2;Centre-Back;Fk Radnicki 1923 Kragujevac;237489;28
Veljko Mladenovic;0,2;Centre-Forward;Fk Proleter Novi Sad;649947;88
Milan Bojovic;0,2;Centre-Forward;Fk Mladost Lucani;47048;88
Stojan Lekovic;0,2;Goalkeeper;Fk Radnicki 1923 Kragujevac;710497;26
Sava Petrov;0,2;Centre-Forward;Fk Mladost Lucani;423610;-
Aleksa Damjanac;0,2;Centre-Back;Fk Radnicki 1923 Kragujevac;431049;5
Milan Milanovic;0,2;Centre-Back;Fk Radnicki 1923 Kragujevac;70574;53
Nemanja Kos;0,2;Right Winger;Fk Mladost Lucani;706238;-
Milos Vidovic;0,2;Defensive Midfield;Fk Radnicki 1923 Kragujevac;124972;25
Vladimir Cirovic;0,2;Central Midfield;Fk Radnicki 1923 Kragujevac;340947;-
Davor Nedeljkovic;0,2;Central Midfield;Fk Radnik Surdulica;531872;20
Igor Vicentijevic;0,15;Left-Back;Fk Radnicki 1923 Kragujevac;266901;-
Nemanja Brankovic;0,15;Centre-Back;Fk Spartak Subotica;531851;-
Milenko Skoric;0,15;Defensive Midfield;Fk Kolubara Lazarevac;470777;-
Nemanja Tomic;0,15;Left Winger;Fk Radnicki 1923 Kragujevac;95314;77
Danilo Milenkovic;0,15;Right Winger;Fk Proleter Novi Sad;292871;-
Vukasin Krstic;0,15;Centre-Back;Fk Tsc Backa Topola;619298;44
Goran Loncar;0,15;Defensive Midfield;Fk Kolubara Lazarevac;574668;16
Aleksandar Bjelica;0,15;Centre-Back;Fk Spartak Subotica;273004;-
Marko Miric;0,15;Right Winger;Fk Radnicki 1923 Kragujevac;60838;70
Nikola Grbovic;0,15;Midfield;Fk Metalac Gornji Milanovac;603625;11
Stefan Dabic;0,15;Right-Back;Fk Napredak Krusevac;342103;-
Dusan Stoiljkovic;0,15;Left Winger;Fk Tsc Backa Topola;317670;29
Nikola Ristovic;0,15;Right Winger;Fk Radnicki 1923 Kragujevac;599474;-
Stefan Santrac;0,15;Defensive Midfield;Fk Tsc Backa Topola;430157;-
